loading raw_datasets successfully

Processing train split with 836 samples:
Finished processing train split.

Processing test split with 29 samples:
Finished processing test split.

Processing validation split with 148 samples:
Finished processing validation split.
{'loss': 3.9304, 'grad_norm': 75.85023498535156, 'learning_rate': 4.999955240022902e-05, 'epoch': 0.1}
{'eval_loss': 0.7718095779418945, 'eval_map': 0.614, 'eval_map_50': 0.8146, 'eval_map_75': 0.7218, 'eval_map_small': 0.7757, 'eval_map_medium': 0.4523, 'eval_map_large': 0.6393, 'eval_mar_1': 0.4681, 'eval_mar_10': 0.76, 'eval_mar_100': 0.7849, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5909, 'eval_mar_large': 0.8052, 'eval_map_Coverall': 0.7353, 'eval_mar_100_Coverall': 0.8465, 'eval_map_Face_Shield': 0.5363, 'eval_mar_100_Face_Shield': 0.739, 'eval_map_Gloves': 0.6487, 'eval_mar_100_Gloves': 0.7833, 'eval_map_Goggles': 0.4534, 'eval_mar_100_Goggles': 0.7574, 'eval_map_Mask': 0.6962, 'eval_mar_100_Mask': 0.7986, 'eval_runtime': 7.2061, 'eval_samples_per_second': 20.538, 'eval_steps_per_second': 2.637, 'epoch': 38.0}
{'loss': 0.3157, 'grad_norm': 17.340328216552734, 'learning_rate': 6.673703204254347e-06, 'epoch': 38.1}
{'loss': 0.3199, 'grad_norm': 9.53844165802002, 'learning_rate': 6.572278321743871e-06, 'epoch': 38.19}
{'loss': 0.3297, 'grad_norm': 121.57691192626953, 'learning_rate': 6.471513298753634e-06, 'epoch': 38.29}
{'loss': 0.3028, 'grad_norm': 8.05760383605957, 'learning_rate': 6.371411743475716e-06, 'epoch': 38.38}
{'loss': 0.3267, 'grad_norm': 32.79376220703125, 'learning_rate': 6.271977240344795e-06, 'epoch': 38.48}
{'loss': 0.2936, 'grad_norm': 25.215686798095703, 'learning_rate': 6.173213349909729e-06, 'epoch': 38.57}
{'loss': 0.2836, 'grad_norm': 11.059191703796387, 'learning_rate': 6.075123608706093e-06, 'epoch': 38.67}
{'loss': 0.3403, 'grad_norm': 9.219566345214844, 'learning_rate': 5.97771152912954e-06, 'epoch': 38.76}
{'loss': 0.2667, 'grad_norm': 10.21972942352295, 'learning_rate': 5.88098059931004e-06, 'epoch': 38.86}
{'loss': 0.2912, 'grad_norm': 12.982832908630371, 'learning_rate': 5.784934282986956e-06, 'epoch': 38.95}
{'eval_loss': 0.7503580451011658, 'eval_map': 0.6211, 'eval_map_50': 0.8197, 'eval_map_75': 0.7277, 'eval_map_small': 0.8257, 'eval_map_medium': 0.4505, 'eval_map_large': 0.6487, 'eval_mar_1': 0.4719, 'eval_mar_10': 0.7628, 'eval_mar_100': 0.7901, 'eval_mar_small': 0.825, 'eval_mar_medium': 0.5901, 'eval_mar_large': 0.8105, 'eval_map_Coverall': 0.7405, 'eval_mar_100_Coverall': 0.854, 'eval_map_Face_Shield': 0.5491, 'eval_mar_100_Face_Shield': 0.7377, 'eval_map_Gloves': 0.6516, 'eval_mar_100_Gloves': 0.7887, 'eval_map_Goggles': 0.4728, 'eval_mar_100_Goggles': 0.7672, 'eval_map_Mask': 0.6916, 'eval_mar_100_Mask': 0.8027, 'eval_runtime': 6.7896, 'eval_samples_per_second': 21.798, 'eval_steps_per_second': 2.798, 'epoch': 39.0}
{'loss': 0.29, 'grad_norm': 14.40361213684082, 'learning_rate': 5.689576019385015e-06, 'epoch': 39.05}
{'loss': 0.3089, 'grad_norm': 17.58818817138672, 'learning_rate': 5.59490922309118e-06, 'epoch': 39.14}
{'loss': 0.3255, 'grad_norm': 24.05253791809082, 'learning_rate': 5.500937283932348e-06, 'epoch': 39.24}
{'loss': 0.2722, 'grad_norm': 13.73694133758545, 'learning_rate': 5.4076635668540075e-06, 'epoch': 39.33}
{'loss': 0.3205, 'grad_norm': 14.696660041809082, 'learning_rate': 5.3150914117996995e-06, 'epoch': 39.43}
{'loss': 0.3019, 'grad_norm': 10.511763572692871, 'learning_rate': 5.223224133591476e-06, 'epoch': 39.52}
{'loss': 0.2834, 'grad_norm': 13.15462875366211, 'learning_rate': 5.132065021811122e-06, 'epoch': 39.62}
{'loss': 0.306, 'grad_norm': 73.61206817626953, 'learning_rate': 5.041617340682467e-06, 'epoch': 39.71}
{'loss': 0.3174, 'grad_norm': 9.633840560913086, 'learning_rate': 4.951884328954401e-06, 'epoch': 39.81}
{'loss': 0.303, 'grad_norm': 56.28702926635742, 'learning_rate': 4.862869199784984e-06, 'epoch': 39.9}
{'loss': 0.2981, 'grad_norm': 20.432676315307617, 'learning_rate': 4.7745751406263165e-06, 'epoch': 40.0}
{'eval_loss': 0.7548820972442627, 'eval_map': 0.6187, 'eval_map_50': 0.814, 'eval_map_75': 0.7191, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4403, 'eval_map_large': 0.6465, 'eval_mar_1': 0.4686, 'eval_mar_10': 0.7621, 'eval_mar_100': 0.7836, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.5968, 'eval_mar_large': 0.8029, 'eval_map_Coverall': 0.7412, 'eval_mar_100_Coverall': 0.847, 'eval_map_Face_Shield': 0.5413, 'eval_mar_100_Face_Shield': 0.7104, 'eval_map_Gloves': 0.642, 'eval_mar_100_Gloves': 0.781, 'eval_map_Goggles': 0.4649, 'eval_mar_100_Goggles': 0.7738, 'eval_map_Mask': 0.7039, 'eval_mar_100_Mask': 0.8059, 'eval_runtime': 6.5966, 'eval_samples_per_second': 22.436, 'eval_steps_per_second': 2.88, 'epoch': 40.0}
{'loss': 0.2599, 'grad_norm': 13.18885326385498, 'learning_rate': 4.687005313110454e-06, 'epoch': 40.1}
{'loss': 0.3101, 'grad_norm': 9.794093132019043, 'learning_rate': 4.600162852936171e-06, 'epoch': 40.19}
{'loss': 0.2625, 'grad_norm': 16.582258224487305, 'learning_rate': 4.514050869756703e-06, 'epoch': 40.29}
{'loss': 0.3018, 'grad_norm': 11.689594268798828, 'learning_rate': 4.428672447068357e-06, 'epoch': 40.38}
{'loss': 0.2902, 'grad_norm': 13.838892936706543, 'learning_rate': 4.344030642100133e-06, 'epoch': 40.48}
{'loss': 0.3093, 'grad_norm': 137.54136657714844, 'learning_rate': 4.2601284857042266e-06, 'epoch': 40.57}
{'loss': 0.2992, 'grad_norm': 11.621216773986816, 'learning_rate': 4.176968982247514e-06, 'epoch': 40.67}
{'loss': 0.2853, 'grad_norm': 11.882220268249512, 'learning_rate': 4.094555109503983e-06, 'epoch': 40.76}
{'loss': 0.305, 'grad_norm': 15.905527114868164, 'learning_rate': 4.012889818548069e-06, 'epoch': 40.86}
{'loss': 0.3405, 'grad_norm': 11.378791809082031, 'learning_rate': 3.931976033649021e-06, 'epoch': 40.95}
{'eval_loss': 0.7513429522514343, 'eval_map': 0.6282, 'eval_map_50': 0.8232, 'eval_map_75': 0.7288, 'eval_map_small': 0.7757, 'eval_map_medium': 0.4463, 'eval_map_large': 0.6564, 'eval_mar_1': 0.4681, 'eval_mar_10': 0.7664, 'eval_mar_100': 0.7876, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5994, 'eval_mar_large': 0.807, 'eval_map_Coverall': 0.7446, 'eval_mar_100_Coverall': 0.8456, 'eval_map_Face_Shield': 0.5619, 'eval_mar_100_Face_Shield': 0.7247, 'eval_map_Gloves': 0.6484, 'eval_mar_100_Gloves': 0.7878, 'eval_map_Goggles': 0.4787, 'eval_mar_100_Goggles': 0.7689, 'eval_map_Mask': 0.7074, 'eval_mar_100_Mask': 0.811, 'eval_runtime': 6.9765, 'eval_samples_per_second': 21.214, 'eval_steps_per_second': 2.723, 'epoch': 41.0}
{'loss': 0.2937, 'grad_norm': 14.78872013092041, 'learning_rate': 3.851816652166165e-06, 'epoch': 41.05}
{'loss': 0.2711, 'grad_norm': 10.475494384765625, 'learning_rate': 3.772414544445163e-06, 'epoch': 41.14}
{'loss': 0.2748, 'grad_norm': 11.554842948913574, 'learning_rate': 3.6937725537152274e-06, 'epoch': 41.24}
{'loss': 0.3048, 'grad_norm': 7.759303092956543, 'learning_rate': 3.6158934959873353e-06, 'epoch': 41.33}
{'loss': 0.305, 'grad_norm': 9.580625534057617, 'learning_rate': 3.5387801599533475e-06, 'epoch': 41.43}
{'loss': 0.3032, 'grad_norm': 13.588434219360352, 'learning_rate': 3.4624353068861943e-06, 'epoch': 41.52}
{'loss': 0.2868, 'grad_norm': 7.995871543884277, 'learning_rate': 3.386861670540972e-06, 'epoch': 41.62}
{'loss': 0.3008, 'grad_norm': 9.542632102966309, 'learning_rate': 3.312061957057061e-06, 'epoch': 41.71}
{'loss': 0.3092, 'grad_norm': 9.06837272644043, 'learning_rate': 3.2380388448612437e-06, 'epoch': 41.81}
{'loss': 0.2944, 'grad_norm': 18.113536834716797, 'learning_rate': 3.164794984571759e-06, 'epoch': 41.9}
{'loss': 0.2917, 'grad_norm': 89.17779541015625, 'learning_rate': 3.092332998903416e-06, 'epoch': 42.0}
{'eval_loss': 0.7635607123374939, 'eval_map': 0.6258, 'eval_map_50': 0.8185, 'eval_map_75': 0.7278, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4361, 'eval_map_large': 0.6552, 'eval_mar_1': 0.4731, 'eval_mar_10': 0.7693, 'eval_mar_100': 0.7892, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.5851, 'eval_mar_large': 0.8103, 'eval_map_Coverall': 0.7425, 'eval_mar_100_Coverall': 0.8465, 'eval_map_Face_Shield': 0.5423, 'eval_mar_100_Face_Shield': 0.7221, 'eval_map_Gloves': 0.6505, 'eval_mar_100_Gloves': 0.7864, 'eval_map_Goggles': 0.4839, 'eval_mar_100_Goggles': 0.777, 'eval_map_Mask': 0.71, 'eval_mar_100_Mask': 0.8142, 'eval_runtime': 6.7357, 'eval_samples_per_second': 21.973, 'eval_steps_per_second': 2.821, 'epoch': 42.0}
{'loss': 0.3154, 'grad_norm': 11.22667407989502, 'learning_rate': 3.020655482573659e-06, 'epoch': 42.1}
{'loss': 0.312, 'grad_norm': 11.69936752319336, 'learning_rate': 2.949765002209698e-06, 'epoch': 42.19}
{'loss': 0.2832, 'grad_norm': 12.94123363494873, 'learning_rate': 2.8796640962565374e-06, 'epoch': 42.29}
{'loss': 0.2783, 'grad_norm': 7.842926025390625, 'learning_rate': 2.8103552748861476e-06, 'epoch': 42.38}
{'loss': 0.2849, 'grad_norm': 14.193994522094727, 'learning_rate': 2.741841019907529e-06, 'epoch': 42.48}
{'loss': 0.2876, 'grad_norm': 11.904900550842285, 'learning_rate': 2.6741237846778676e-06, 'epoch': 42.57}
{'loss': 0.2771, 'grad_norm': 8.514105796813965, 'learning_rate': 2.6072059940146775e-06, 'epoch': 42.67}
{'loss': 0.2555, 'grad_norm': 11.98282241821289, 'learning_rate': 2.5410900441089903e-06, 'epoch': 42.76}
{'loss': 0.3261, 'grad_norm': 13.22291374206543, 'learning_rate': 2.475778302439524e-06, 'epoch': 42.86}
{'loss': 0.3015, 'grad_norm': 12.817479133605957, 'learning_rate': 2.411273107687925e-06, 'epoch': 42.95}
{'eval_loss': 0.7744244933128357, 'eval_map': 0.6248, 'eval_map_50': 0.8197, 'eval_map_75': 0.7304, 'eval_map_small': 0.7257, 'eval_map_medium': 0.4433, 'eval_map_large': 0.6528, 'eval_mar_1': 0.4715, 'eval_mar_10': 0.7649, 'eval_mar_100': 0.7837, 'eval_mar_small': 0.725, 'eval_mar_medium': 0.5946, 'eval_mar_large': 0.8034, 'eval_map_Coverall': 0.7395, 'eval_mar_100_Coverall': 0.8447, 'eval_map_Face_Shield': 0.5599, 'eval_mar_100_Face_Shield': 0.7273, 'eval_map_Gloves': 0.6565, 'eval_mar_100_Gloves': 0.7846, 'eval_map_Goggles': 0.4682, 'eval_mar_100_Goggles': 0.7607, 'eval_map_Mask': 0.6999, 'eval_mar_100_Mask': 0.8014, 'eval_runtime': 7.0277, 'eval_samples_per_second': 21.059, 'eval_steps_per_second': 2.704, 'epoch': 43.0}
{'loss': 0.2772, 'grad_norm': 12.276756286621094, 'learning_rate': 2.3475767696550327e-06, 'epoch': 43.05}
{'loss': 0.3312, 'grad_norm': 33.441322326660156, 'learning_rate': 2.284691569178138e-06, 'epoch': 43.14}
{'loss': 0.3084, 'grad_norm': 192.60455322265625, 'learning_rate': 2.222619758049366e-06, 'epoch': 43.24}
{'loss': 0.2694, 'grad_norm': 48.332584381103516, 'learning_rate': 2.1613635589349756e-06, 'epoch': 43.33}
{'loss': 0.2557, 'grad_norm': 10.176283836364746, 'learning_rate': 2.1009251652958387e-06, 'epoch': 43.43}
{'loss': 0.2727, 'grad_norm': 13.50820255279541, 'learning_rate': 2.041306741308832e-06, 'epoch': 43.52}
{'loss': 0.3115, 'grad_norm': 11.938639640808105, 'learning_rate': 1.9825104217894018e-06, 'epoch': 43.62}
{'loss': 0.24, 'grad_norm': 11.519043922424316, 'learning_rate': 1.9245383121150677e-06, 'epoch': 43.71}
{'loss': 0.2882, 'grad_norm': 192.51437377929688, 'learning_rate': 1.8673924881500826e-06, 'epoch': 43.81}
{'loss': 0.2935, 'grad_norm': 12.139800071716309, 'learning_rate': 1.8110749961710584e-06, 'epoch': 43.9}
{'loss': 0.2936, 'grad_norm': 13.932354927062988, 'learning_rate': 1.7555878527937164e-06, 'epoch': 44.0}
{'eval_loss': 0.7630681991577148, 'eval_map': 0.6256, 'eval_map_50': 0.8187, 'eval_map_75': 0.7293, 'eval_map_small': 0.801, 'eval_map_medium': 0.4382, 'eval_map_large': 0.654, 'eval_mar_1': 0.4706, 'eval_mar_10': 0.7637, 'eval_mar_100': 0.7831, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.5904, 'eval_mar_large': 0.803, 'eval_map_Coverall': 0.7433, 'eval_mar_100_Coverall': 0.846, 'eval_map_Face_Shield': 0.5542, 'eval_mar_100_Face_Shield': 0.7117, 'eval_map_Gloves': 0.6555, 'eval_mar_100_Gloves': 0.7864, 'eval_map_Goggles': 0.4726, 'eval_mar_100_Goggles': 0.7689, 'eval_map_Mask': 0.7024, 'eval_mar_100_Mask': 0.8023, 'eval_runtime': 6.8406, 'eval_samples_per_second': 21.635, 'eval_steps_per_second': 2.778, 'epoch': 44.0}
{'loss': 0.2601, 'grad_norm': 10.44648265838623, 'learning_rate': 1.700933044900671e-06, 'epoch': 44.1}
{'loss': 0.2815, 'grad_norm': 11.697983741760254, 'learning_rate': 1.6471125295702771e-06, 'epoch': 44.19}
{'loss': 0.2658, 'grad_norm': 10.843708992004395, 'learning_rate': 1.59412823400657e-06, 'epoch': 44.29}
{'loss': 0.2857, 'grad_norm': 13.582597732543945, 'learning_rate': 1.5419820554702314e-06, 'epoch': 44.38}
{'loss': 0.2941, 'grad_norm': 14.574631690979004, 'learning_rate': 1.4906758612106636e-06, 'epoch': 44.48}
{'loss': 0.2762, 'grad_norm': 15.787799835205078, 'learning_rate': 1.4402114883991318e-06, 'epoch': 44.57}
{'loss': 0.3138, 'grad_norm': 15.546784400939941, 'learning_rate': 1.3905907440629752e-06, 'epoch': 44.67}
{'loss': 0.2751, 'grad_norm': 14.764115333557129, 'learning_rate': 1.3418154050208936e-06, 'epoch': 44.76}
{'loss': 0.273, 'grad_norm': 22.075626373291016, 'learning_rate': 1.2938872178193395e-06, 'epoch': 44.86}
{'loss': 0.3053, 'grad_norm': 9.108328819274902, 'learning_rate': 1.2468078986699634e-06, 'epoch': 44.95}
{'eval_loss': 0.7723363637924194, 'eval_map': 0.6269, 'eval_map_50': 0.8188, 'eval_map_75': 0.7367, 'eval_map_small': 0.8257, 'eval_map_medium': 0.4441, 'eval_map_large': 0.6542, 'eval_mar_1': 0.4705, 'eval_mar_10': 0.7657, 'eval_mar_100': 0.7858, 'eval_mar_small': 0.825, 'eval_mar_medium': 0.5972, 'eval_mar_large': 0.8054, 'eval_map_Coverall': 0.7409, 'eval_mar_100_Coverall': 0.8451, 'eval_map_Face_Shield': 0.5577, 'eval_mar_100_Face_Shield': 0.7156, 'eval_map_Gloves': 0.6559, 'eval_mar_100_Gloves': 0.7873, 'eval_map_Goggles': 0.4733, 'eval_mar_100_Goggles': 0.7738, 'eval_map_Mask': 0.7065, 'eval_mar_100_Mask': 0.8073, 'eval_runtime': 7.2305, 'eval_samples_per_second': 20.469, 'eval_steps_per_second': 2.628, 'epoch': 45.0}
{'loss': 0.3522, 'grad_norm': 11.813173294067383, 'learning_rate': 1.200579133388155e-06, 'epoch': 45.05}
{'loss': 0.2802, 'grad_norm': 9.455581665039062, 'learning_rate': 1.1552025773327007e-06, 'epoch': 45.14}
{'loss': 0.3001, 'grad_norm': 14.601162910461426, 'learning_rate': 1.1106798553464804e-06, 'epoch': 45.24}
{'loss': 0.2891, 'grad_norm': 9.571391105651855, 'learning_rate': 1.067012561698319e-06, 'epoch': 45.33}
{'loss': 0.2631, 'grad_norm': 12.589388847351074, 'learning_rate': 1.024202260025861e-06, 'epoch': 45.43}
{'loss': 0.2476, 'grad_norm': 11.164674758911133, 'learning_rate': 9.822504832796036e-07, 'epoch': 45.52}
{'loss': 0.2882, 'grad_norm': 25.49917221069336, 'learning_rate': 9.411587336679989e-07, 'epoch': 45.62}
{'loss': 0.3207, 'grad_norm': 10.142228126525879, 'learning_rate': 9.009284826036691e-07, 'epoch': 45.71}
{'loss': 0.2866, 'grad_norm': 8.825494766235352, 'learning_rate': 8.615611706507043e-07, 'epoch': 45.81}
{'loss': 0.298, 'grad_norm': 9.87627124786377, 'learning_rate': 8.230582074730903e-07, 'epoch': 45.9}
{'loss': 0.2768, 'grad_norm': 22.4190731048584, 'learning_rate': 7.854209717842231e-07, 'epoch': 46.0}
{'eval_loss': 0.7582345604896545, 'eval_map': 0.626, 'eval_map_50': 0.8191, 'eval_map_75': 0.7286, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4422, 'eval_map_large': 0.6541, 'eval_mar_1': 0.4745, 'eval_mar_10': 0.7655, 'eval_mar_100': 0.7858, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.5979, 'eval_mar_large': 0.8054, 'eval_map_Coverall': 0.7429, 'eval_mar_100_Coverall': 0.8456, 'eval_map_Face_Shield': 0.5504, 'eval_mar_100_Face_Shield': 0.7156, 'eval_map_Gloves': 0.656, 'eval_mar_100_Gloves': 0.7887, 'eval_map_Goggles': 0.4749, 'eval_mar_100_Goggles': 0.7705, 'eval_map_Mask': 0.7055, 'eval_mar_100_Mask': 0.8087, 'eval_runtime': 7.105, 'eval_samples_per_second': 20.83, 'eval_steps_per_second': 2.674, 'epoch': 46.0}
{'loss': 0.2659, 'grad_norm': 9.718490600585938, 'learning_rate': 7.486508112975548e-07, 'epoch': 46.1}
{'loss': 0.3109, 'grad_norm': 8.248119354248047, 'learning_rate': 7.127490426783123e-07, 'epoch': 46.19}
{'loss': 0.2845, 'grad_norm': 19.646202087402344, 'learning_rate': 6.777169514963766e-07, 'epoch': 46.29}
{'loss': 0.2907, 'grad_norm': 11.898470878601074, 'learning_rate': 6.435557921802254e-07, 'epoch': 46.38}
{'loss': 0.286, 'grad_norm': 15.518407821655273, 'learning_rate': 6.102667879720164e-07, 'epoch': 46.48}
{'loss': 0.2586, 'grad_norm': 10.920998573303223, 'learning_rate': 5.778511308838108e-07, 'epoch': 46.57}
{'loss': 0.2935, 'grad_norm': 15.101950645446777, 'learning_rate': 5.463099816548579e-07, 'epoch': 46.67}
{'loss': 0.2913, 'grad_norm': 15.105375289916992, 'learning_rate': 5.15644469710061e-07, 'epoch': 46.76}
{'loss': 0.2627, 'grad_norm': 11.10567569732666, 'learning_rate': 4.858556931194996e-07, 'epoch': 46.86}
{'loss': 0.2697, 'grad_norm': 12.16404914855957, 'learning_rate': 4.5694471855914914e-07, 'epoch': 46.95}
{'eval_loss': 0.7628326416015625, 'eval_map': 0.6287, 'eval_map_50': 0.8202, 'eval_map_75': 0.7315, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4461, 'eval_map_large': 0.6571, 'eval_mar_1': 0.4759, 'eval_mar_10': 0.7674, 'eval_mar_100': 0.7882, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.6028, 'eval_mar_large': 0.8072, 'eval_map_Coverall': 0.744, 'eval_mar_100_Coverall': 0.847, 'eval_map_Face_Shield': 0.553, 'eval_mar_100_Face_Shield': 0.7195, 'eval_map_Gloves': 0.6596, 'eval_mar_100_Gloves': 0.79, 'eval_map_Goggles': 0.4772, 'eval_mar_100_Goggles': 0.7738, 'eval_map_Mask': 0.7096, 'eval_mar_100_Mask': 0.8105, 'eval_runtime': 7.2814, 'eval_samples_per_second': 20.326, 'eval_steps_per_second': 2.609, 'epoch': 47.0}
{'loss': 0.3052, 'grad_norm': 10.16241455078125, 'learning_rate': 4.2891258127264745e-07, 'epoch': 47.05}
{'loss': 0.2527, 'grad_norm': 12.011794090270996, 'learning_rate': 4.0176028503425835e-07, 'epoch': 47.14}
{'loss': 0.2663, 'grad_norm': 10.999473571777344, 'learning_rate': 3.7548880211290825e-07, 'epoch': 47.24}
{'loss': 0.3231, 'grad_norm': 17.255252838134766, 'learning_rate': 3.5009907323737825e-07, 'epoch': 47.33}
{'loss': 0.2807, 'grad_norm': 11.777029991149902, 'learning_rate': 3.2559200756260846e-07, 'epoch': 47.43}
{'loss': 0.2495, 'grad_norm': 10.132768630981445, 'learning_rate': 3.0196848263716327e-07, 'epoch': 47.52}
{'loss': 0.2896, 'grad_norm': 9.720165252685547, 'learning_rate': 2.7922934437178695e-07, 'epoch': 47.62}
{'loss': 0.3143, 'grad_norm': 16.40757179260254, 'learning_rate': 2.573754070091278e-07, 'epoch': 47.71}
{'loss': 0.2746, 'grad_norm': 8.170372009277344, 'learning_rate': 2.3640745309457256e-07, 'epoch': 47.81}
{'loss': 0.2811, 'grad_norm': 13.154195785522461, 'learning_rate': 2.16326233448233e-07, 'epoch': 47.9}
{'loss': 0.3192, 'grad_norm': 12.608819961547852, 'learning_rate': 1.9713246713805588e-07, 'epoch': 48.0}
{'eval_loss': 0.7615590691566467, 'eval_map': 0.6283, 'eval_map_50': 0.8203, 'eval_map_75': 0.7327, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4453, 'eval_map_large': 0.6562, 'eval_mar_1': 0.476, 'eval_mar_10': 0.7665, 'eval_mar_100': 0.7874, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.6, 'eval_mar_large': 0.8068, 'eval_map_Coverall': 0.7435, 'eval_mar_100_Coverall': 0.846, 'eval_map_Face_Shield': 0.5512, 'eval_mar_100_Face_Shield': 0.7182, 'eval_map_Gloves': 0.6601, 'eval_mar_100_Gloves': 0.7891, 'eval_map_Goggles': 0.479, 'eval_mar_100_Goggles': 0.7754, 'eval_map_Mask': 0.7077, 'eval_mar_100_Mask': 0.8082, 'eval_runtime': 6.9806, 'eval_samples_per_second': 21.201, 'eval_steps_per_second': 2.722, 'epoch': 48.0}
{'loss': 0.2466, 'grad_norm': 11.548239707946777, 'learning_rate': 1.7882684145406614e-07, 'epoch': 48.1}
{'loss': 0.2706, 'grad_norm': 15.126094818115234, 'learning_rate': 1.614100118837808e-07, 'epoch': 48.19}
{'loss': 0.2862, 'grad_norm': 38.79399490356445, 'learning_rate': 1.4488260208871397e-07, 'epoch': 48.29}
{'loss': 0.3194, 'grad_norm': 12.311264038085938, 'learning_rate': 1.2924520388204464e-07, 'epoch': 48.38}
{'loss': 0.2729, 'grad_norm': 9.159101486206055, 'learning_rate': 1.1449837720745037e-07, 'epoch': 48.48}
{'loss': 0.2911, 'grad_norm': 8.191973686218262, 'learning_rate': 1.006426501190233e-07, 'epoch': 48.57}
{'loss': 0.3041, 'grad_norm': 41.519737243652344, 'learning_rate': 8.767851876239074e-08, 'epoch': 48.67}
{'loss': 0.2582, 'grad_norm': 14.525121688842773, 'learning_rate': 7.560644735692956e-08, 'epoch': 48.76}
{'loss': 0.2724, 'grad_norm': 11.211502075195312, 'learning_rate': 6.442686817914877e-08, 'epoch': 48.86}
{'loss': 0.2684, 'grad_norm': 62.080692291259766, 'learning_rate': 5.414018154721867e-08, 'epoch': 48.95}
{'eval_loss': 0.761827826499939, 'eval_map': 0.6287, 'eval_map_50': 0.821, 'eval_map_75': 0.7312, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4452, 'eval_map_large': 0.6567, 'eval_mar_1': 0.475, 'eval_mar_10': 0.7667, 'eval_mar_100': 0.7872, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.6004, 'eval_mar_large': 0.8066, 'eval_map_Coverall': 0.7427, 'eval_mar_100_Coverall': 0.8451, 'eval_map_Face_Shield': 0.555, 'eval_mar_100_Face_Shield': 0.7221, 'eval_map_Gloves': 0.6604, 'eval_mar_100_Gloves': 0.79, 'eval_map_Goggles': 0.4794, 'eval_mar_100_Goggles': 0.7721, 'eval_map_Mask': 0.7062, 'eval_mar_100_Mask': 0.8068, 'eval_runtime': 6.9405, 'eval_samples_per_second': 21.324, 'eval_steps_per_second': 2.738, 'epoch': 49.0}
{'loss': 0.2945, 'grad_norm': 6.398728847503662, 'learning_rate': 4.474675580662113e-08, 'epoch': 49.05}
{'loss': 0.306, 'grad_norm': 12.780226707458496, 'learning_rate': 3.6246927316976875e-08, 'epoch': 49.14}
{'loss': 0.2635, 'grad_norm': 10.81307315826416, 'learning_rate': 2.864100043998563e-08, 'epoch': 49.24}
{'loss': 0.2666, 'grad_norm': 10.780531883239746, 'learning_rate': 2.192924752854042e-08, 'epoch': 49.33}
{'loss': 0.2886, 'grad_norm': 20.074142456054688, 'learning_rate': 1.6111908916965903e-08, 'epoch': 49.43}
{'loss': 0.2818, 'grad_norm': 11.57394027709961, 'learning_rate': 1.1189192912416934e-08, 'epoch': 49.52}
{'loss': 0.291, 'grad_norm': 11.992146492004395, 'learning_rate': 7.1612757874151e-09, 'epoch': 49.62}
{'loss': 0.2601, 'grad_norm': 8.296590805053711, 'learning_rate': 4.028301773545407e-09, 'epoch': 49.71}
{'loss': 0.2838, 'grad_norm': 13.438955307006836, 'learning_rate': 1.7903830562826517e-09, 'epoch': 49.81}
{'loss': 0.2828, 'grad_norm': 17.203325271606445, 'learning_rate': 4.4759977098074446e-10, 'epoch': 49.9}
{'loss': 0.2895, 'grad_norm': 18.83027458190918, 'learning_rate': 0.0, 'epoch': 50.0}
{'eval_loss': 0.7619644403457642, 'eval_map': 0.6287, 'eval_map_50': 0.8209, 'eval_map_75': 0.7325, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4452, 'eval_map_large': 0.6566, 'eval_mar_1': 0.4747, 'eval_mar_10': 0.7666, 'eval_mar_100': 0.7873, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.6004, 'eval_mar_large': 0.8068, 'eval_map_Coverall': 0.7428, 'eval_mar_100_Coverall': 0.8451, 'eval_map_Face_Shield': 0.5533, 'eval_mar_100_Face_Shield': 0.7208, 'eval_map_Gloves': 0.6603, 'eval_mar_100_Gloves': 0.79, 'eval_map_Goggles': 0.4794, 'eval_mar_100_Goggles': 0.7721, 'eval_map_Mask': 0.7077, 'eval_mar_100_Mask': 0.8087, 'eval_runtime': 6.8788, 'eval_samples_per_second': 21.515, 'eval_steps_per_second': 2.762, 'epoch': 50.0}
{'train_runtime': 2345.308, 'train_samples_per_second': 17.823, 'train_steps_per_second': 2.239, 'train_loss': 0.525951923824492, 'epoch': 50.0}
Training time: 39.09 minutes
{'epoch': 50.0,
 'test_loss': 0.8548998236656189,
 'test_map': 0.6558,
 'test_map_50': 0.86,
 'test_map_75': 0.779,
 'test_map_Coverall': 0.5853,
 'test_map_Face_Shield': 0.7252,
 'test_map_Gloves': 0.6706,
 'test_map_Goggles': 0.5676,
 'test_map_Mask': 0.7302,
 'test_map_large': 0.6614,
 'test_map_medium': 0.6184,
 'test_map_small': -1.0,
